b_scan_name,hd_g1_g2,hd_g1_g3,hd_g2_g3,hd_g1_cnn,hd_g2_cnn,hd_g3_cnn
Eye1_1.png,0.015372984,0.012998519,0.004768618,0.017168599,0.010946951,0.009171024
Eye1_10.png,0.007769185,0.015380859,0.009793189,0.01823573,0.011687248,0.008367723
Eye1_11.png,0.007359659,0.031502016,0.030789283,0.022685389,0.021972656,0.009304908
Eye1_12.png,0.023854902,0.017259167,0.011423419,0.008737872,0.016707882,0.008962324
Eye1_13.png,0.007643177,0.028627457,0.02426049,0.009159211,0.008304719,0.01953125
Eye1_14.png,0.004701676,0.010462607,0.006241337,0.006509104,0.007359659,0.01304971
Eye1_15.png,0.01718435,0.016298356,0.005855437,0.005284463,0.017160723,0.016274729
Eye1_16.png,0.005036385,0.022571195,0.017550561,0.008300781,0.006264963,0.015632876
Eye1_17.png,0.015077652,0.019334362,0.005193895,0.008147209,0.010214529,0.013352917
Eye1_18.png,0.012844947,0.016723633,0.0040992,0.01108871,0.006623299,0.007391161
Eye1_19.png,0.005997196,0.021322927,0.015664378,0.006780809,0.009273406,0.021047285
Eye1_2.png,0.007780998,0.026260868,0.018842143,0.018247543,0.013033959,0.011273784
Eye1_20.png,0.006162582,0.023815524,0.021795457,0.007320281,0.006670552,0.019732075
Eye1_21.png,0.006111391,0.023921843,0.018401115,0.009631741,0.00641066,0.01488864
Eye1_22.png,0.008001512,0.017188288,0.022149855,0.008017263,0.010379914,0.012163716
Eye1_23.png,0.003154139,0.014876827,0.016211725,0.008446478,0.009403352,0.008470105
Eye1_24.png,0.01667638,0.025256741,0.008643366,0.014357044,0.005280525,0.011592742
Eye1_25.png,0.01375063,0.018345987,0.004697738,0.014687815,0.007017074,0.00761955
Eye1_3.png,0.009001701,0.025792276,0.017562374,0.021748204,0.014857138,0.011730563
Eye1_4.png,0.010564989,0.026953913,0.019413117,0.022586946,0.015211536,0.008966261
Eye1_5.png,0.00733997,0.012797694,0.015404486,0.010490171,0.013537991,0.005670363
Eye1_6.png,0.010033392,0.008729996,0.006847751,0.009442729,0.017452117,0.015172159
Eye1_7.png,0.008800876,0.006686303,0.007312405,0.012222782,0.012951266,0.007489604
Eye1_8.png,0.013569493,0.011974704,0.00346916,0.009072581,0.010450794,0.009682932
Eye1_9.png,0.006985572,0.021941154,0.018176663,0.009682932,0.009816816,0.015495054
Eye2_1.png,0.016802388,0.034636467,0.017834079,0.012715001,0.007174584,0.022047474
Eye2_10.png,0.004024383,0.022334929,0.025548135,0.00635947,0.009612053,0.015991211
Eye2_11.png,0.030990108,0.023784022,0.007962135,0.005111202,0.026107296,0.01890121
Eye2_12.png,0.015857327,0.01581795,0.003583354,0.004776493,0.011978642,0.011679372
Eye2_13.png,0.003201392,0.004237021,0.006438225,0.008466167,0.007595924,0.011962891
Eye2_14.png,0.012368479,0.022004158,0.009635679,0.005197833,0.008525233,0.017452117
Eye2_15.png,0.006713867,0.011482485,0.007359659,0.004024383,0.004524477,0.00945848
Eye2_16.png,0.010608304,0.017511183,0.006910755,0.004622921,0.008174773,0.01480201
Eye2_17.png,0.004429971,0.018653131,0.015254851,0.006103516,0.008848129,0.023898217
Eye2_18.png,0.007501418,0.018542874,0.014687815,0.006264963,0.00632403,0.020169166
Eye2_19.png,0.012522051,0.017058342,0.004678049,0.003740864,0.012388168,0.01695596
Eye2_2.png,0.00390625,0.016987462,0.016160534,0.006576046,0.006631174,0.012758317
Eye2_20.png,0.004170079,0.022303427,0.023394185,0.005024572,0.003272272,0.024729083
Eye2_21.png,0.030529391,0.036538401,0.00616652,0.013955393,0.016581874,0.022590883
Eye2_22.png,0.017062279,0.024433751,0.007804624,0.009064705,0.013518303,0.020385742
Eye2_23.png,0.034345073,0.031324817,0.004870999,0.01187626,0.022468813,0.019448557
Eye2_24.png,0.033167685,0.027280746,0.00590269,0.013837261,0.022244361,0.016908707
Eye2_25.png,0.026284495,0.035089308,0.008804814,0.006776871,0.021626134,0.030430948
Eye2_3.png,0.019507623,0.012439359,0.007068265,0.005300214,0.021429246,0.014360982
Eye2_4.png,0.009911322,0.021724578,0.013648248,0.009289157,0.004150391,0.014467301
Eye2_5.png,0.008722121,0.024862966,0.016140846,0.0078125,0.00628859,0.019208354
Eye2_6.png,0.032978673,0.028505387,0.004898564,0.006284652,0.027410692,0.022937405
