b_scan_name,hd_g1_g2,hd_g1_g3,hd_g2_g3,hd_g1_cnn,hd_g2_cnn,hd_g3_cnn
Eye5_9,0.014333417,0.019972278,0.006536668,0.013002457,0.010222404,0.010049143
Eye6_1,0.027548513,0.015900643,0.014443674,0.008856004,0.024756647,0.012825258
Eye6_10,0.017593876,0.043260144,0.026508947,0.016948085,0.0105453,0.028950353
Eye6_11,0.04519358,0.029029108,0.017408802,0.014951644,0.033218876,0.016581874
Eye6_12,0.004835559,0.016069966,0.017550561,0.007895193,0.007698305,0.017003213
Eye6_13,0.007769185,0.025615077,0.024792087,0.010210591,0.007796749,0.023799773
Eye6_14,0.009789252,0.032675466,0.023626512,0.010734312,0.008592175,0.028548702
Eye6_15,0.0248039,0.021401682,0.008489793,0.011301348,0.0220711,0.017503308
Eye6_16,0.026229366,0.028383317,0.004784369,0.006765058,0.028607768,0.029777281
Eye6_17,0.025796213,0.022122291,0.005107264,0.010836694,0.028993668,0.025934035
Eye6_18,0.014018397,0.029017295,0.01504615,0.011742377,0.013010333,0.025213426
Eye6_19,0.038286763,0.021484375,0.018204228,0.010482296,0.042051254,0.024484942
Eye6_2,0.032175372,0.028662897,0.006812311,0.010312973,0.02648532,0.022043536
Eye6_20,0.015313918,0.031769783,0.018259356,0.008796938,0.014809885,0.030911353
Eye6_21,0.014928018,0.023039787,0.01101783,0.011261971,0.020858272,0.02660739
Eye6_22,0.021728516,0.032325006,0.013856949,0.014612998,0.027198053,0.04055097
Eye6_23,0.022665701,0.014471239,0.010139711,0.010312973,0.029111801,0.020925214
Eye6_24,0.011651808,0.014872889,0.015530494,0.018657069,0.017022902,0.023669827
Eye6_25,0.014262538,0.029395319,0.016046339,0.015735257,0.018397177,0.030348255
Eye6_3,0.017554498,0.03179341,0.01508159,0.010694934,0.01905872,0.031761908
Eye6_4,0.015971522,0.022803522,0.008643366,0.009194651,0.020700762,0.024595199
Eye6_5,0.012939453,0.023153982,0.025170111,0.010596491,0.009005639,0.02089765
Eye6_6,0.019448557,0.026694021,0.01007277,0.014191658,0.01254174,0.020889774
Eye6_7,0.009911322,0.031498078,0.025264617,0.011159589,0.005028509,0.023827337
Eye6_8,0.038436397,0.035648469,0.005095451,0.018397177,0.025079543,0.021614321
Eye6_9,0.007343908,0.030856225,0.026229366,0.015057964,0.010155462,0.018641318
Eye7_1,0.010946951,0.02671371,0.019413117,0.011580929,0.008887506,0.021574943
Eye7_10,0.009887695,0.034045804,0.024551884,0.016987462,0.009619928,0.018208165
Eye7_11,0.008517358,0.024020287,0.016912645,0.009273406,0.005859375,0.0201101
Eye7_12,0.016849641,0.018338111,0.00578062,0.01156124,0.012604744,0.011722688
Eye7_13,0.021637947,0.020381804,0.00870637,0.009663243,0.017432428,0.015176096
Eye7_14,0.011289535,0.014479114,0.007009199,0.009647492,0.015353295,0.017125284
Eye7_15,0.013746692,0.028599893,0.016034526,0.008958386,0.013317477,0.024264428
Eye7_16,0.012683499,0.018468057,0.026355374,0.012474798,0.011919575,0.020287298
Eye7_17,0.020964592,0.03624307,0.019176852,0.009281282,0.015959709,0.028355752
Eye7_18,0.006938319,0.023307554,0.019921087,0.006898942,0.008678805,0.019936838
Eye7_19,0.021220546,0.027075983,0.007603799,0.009635679,0.017467868,0.022370369
Eye7_2,0.007867629,0.013612809,0.009612053,0.010289346,0.010053081,0.012781943
Eye7_20,0.008875693,0.009785314,0.011636057,0.011844758,0.010624055,0.014471239
Eye7_21,0.007509293,0.015120968,0.013345042,0.008426789,0.01042323,0.015806137
Eye7_22,0.012573242,0.031336631,0.023449313,0.017066217,0.010761876,0.015160345
Eye7_23,0.014467301,0.00991526,0.008426789,0.015857327,0.00863549,0.010596491
Eye7_24,0.01883033,0.012313351,0.012565367,0.01317178,0.022709016,0.012144027
Eye7_25,0.007170646,0.00804089,0.01058074,0.016688193,0.019503686,0.011836883
Eye7_3,0.017168599,0.019905336,0.006075951,0.010458669,0.014435799,0.014668126
Eye7_4,0.021381993,0.012427545,0.011773879,0.011809318,0.022559381,0.012525989
Eye7_5,0.015439926,0.025851342,0.012388168,0.010517736,0.00945848,0.016829952
Eye7_6,0.015203661,0.016550372,0.012175529,0.010454732,0.011324975,0.018216041
Eye7_7,0.02121267,0.031643775,0.011415543,0.014144405,0.013455299,0.021846648
Eye7_8,0.00984438,0.0275367,0.024945659,0.017003213,0.013742755,0.01432948
Eye7_9,0.010647681,0.0138727,0.006170457,0.010435043,0.0132781,0.014211347
Eye8_1,0.017164661,0.020555066,0.005516791,0.010431105,0.018664945,0.021921465
Eye8_10,0.020685011,0.029871787,0.010998141,0.01296308,0.013683688,0.018633443
Eye8_11,0.004626859,0.023390247,0.022898028,0.007150958,0.005839686,0.020885837
Eye8_12,0.022208921,0.022681452,0.007458102,0.010340537,0.019743889,0.019310736
Eye8_13,0.015664378,0.021960843,0.007328157,0.011364352,0.012230658,0.017889207
Eye8_14,0.008938697,0.025103169,0.021937216,0.009710496,0.007977886,0.0189524
Eye8_15,0.014219223,0.029930853,0.018570439,0.014632686,0.007958197,0.019472184
Eye8_16,0.025268555,0.036589592,0.01168331,0.019212292,0.010726436,0.02003922
Eye8_17,0.018149099,0.035309822,0.017767137,0.014353106,0.009694745,0.024414063
Eye8_18,0.013612809,0.017538747,0.006012947,0.011049332,0.010950888,0.013656124
Eye8_19,0.028280935,0.02727287,0.006072014,0.00695407,0.024374685,0.024169922
Eye8_2,0.01063193,0.017912834,0.011580929,0.009308846,0.014821699,0.021929341
Eye8_20,0.02604823,0.030289189,0.005453787,0.009556924,0.022775958,0.025512695
Eye8_21,0.00828503,0.033655966,0.034514396,0.011407668,0.012132214,0.024130544
Eye8_22,0.009726247,0.018613754,0.02315792,0.015719506,0.008190524,0.024583386
Eye8_23,0.020633821,0.027083858,0.009064705,0.009237966,0.014648438,0.020240045
Eye8_24,0.027461883,0.040058751,0.015085528,0.01574707,0.017416677,0.025776525
Eye8_25,0.027556389,0.040188697,0.014301915,0.019972278,0.010482296,0.022216797
Eye8_3,0.029915102,0.029970231,0.010592553,0.013982957,0.021657636,0.017782888
Eye8_4,0.008643366,0.031411448,0.031911542,0.007591986,0.009793189,0.02566233
Eye8_5,0.020885837,0.028048608,0.008399225,0.009395476,0.018924836,0.021307176
Eye8_6,0.020082535,0.021771831,0.005382907,0.014648438,0.012900076,0.012738628
Eye8_7,0.025044103,0.029706401,0.009419103,0.013096963,0.018208165,0.020633821
Eye8_8,0.009655368,0.022677514,0.026158487,0.008080267,0.010261782,0.022330992
Eye8_9,0.013849074,0.029371692,0.016499181,0.014534243,0.006670552,0.019901399
